Cluster,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
2,GO:1905952,regulation of lipid localization,8/832,20/9469,0.4,4.5524038461538465,4.93575657710924,1.6592982652916812e-4,0.0026790417623107437,0.002321491390070835,180950/174881/174242/180919/176635/172519/173358/180740,8
2,GO:0030421,defecation,13/832,49/9469,0.2653061224489796,3.019451530612245,4.398608920053941,2.2415575331173889e-4,0.0034515834977539056,0.0029909281314207657,172005/171591/178997/178031/171751/181078/172519/173358/181468/181285/181604/175953/173223,13
2,GO:0008202,steroid metabolic process,13/832,50/9469,0.26,2.9590625,4.310624800300798,2.7894341662845984e-4,0.004217117289573898,0.0036542922235824073,172183/175895/178016/179029/179590/186061/185268/181666/181140/174031/178535/174479/175863,13
2,GO:0007586,digestion,14/832,58/9469,0.2413793103448276,2.74714025198939,4.142220441063475,3.802376091648469e-4,0.005645849500367325,0.00489234292243116,172005/171591/178997/181250/178031/171751/181078/172519/173358/181468/181285/181604/175953/173223,14
2,GO:0006487,protein N-linked glycosylation,12/832,46/9469,0.2608695652173913,2.968959030100334,4.154610627833876,4.6008388224392306e-4,0.0066532130101882095,0.00576526164569273,174268/176089/174515/174400/172208/178822/179364/187430/178364/176874/181160/172510,12
2,GO:0006986,response to unfolded protein,33/832,206/9469,0.16019417475728157,1.823171443241225,3.707297189803748,4.947978976311467e-4,0.007093525032418939,0.0061468087282852985,179714/181019/176852/179080/180919/178997/174268/174515/180690/176512/176402/183400/176281/179180/175316/176866/172799/173171/185299/187512/189280/178364/180745/174309/180769/180628/176018/172916/175541/178267/176147/178993/266837,33
2,GO:0010506,regulation of autophagy,13/832,53/9469,0.24528301886792453,2.791568396226415,4.059265247106962,5.166318609465899e-4,0.0073432374765314435,0.0063631940408086516,174189/174050/186201/175938/3565570/180357/176712/178981/178535/178084/171787/180949/180996,13
2,GO:0022600,digestive system process,13/832,54/9469,0.24074074074074073,2.739872685185185,3.9793626168026837,6.267245259262351e-4,0.008758343585002765,0.00758943720471487,172005/171591/178997/178031/171751/181078/172519/173358/181468/181285/181604/175953/173223,13
2,GO:0170040,proteinogenic amino acid catabolic process,13/832,54/9469,0.24074074074074073,2.739872685185185,3.9793626168026837,6.267245259262351e-4,0.008758343585002765,0.00758943720471487,174942/176473/172486/178960/174012/175766/177961/181423/172726/181574/178130/180921/180344,13
2,GO:0051664,nuclear pore localization,6/832,14/9469,0.42857142857142855,4.877575549450549,4.506120979971375,7.323991212857334e-4,0.00992442785800508,0.008599893494704533,173973/181182/180430/187585/180414/172687,6
2,GO:0006091,generation of precursor metabolites and energy,25/832,145/9469,0.1724137931034483,1.9622430371352786,3.623906415648494,7.833502385796282e-4,0.010421691574063374,0.009030791382025357,174942/178583/174705/173848/176814/177202/176043/181324/174548/180862/176121/175995/179364/181280/172582/175936/177775/178830/179945/173393/173022/177108/173227/180949/180996,25
2,GO:0007033,vacuole organization,17/832,84/9469,0.20238095238095238,2.303299565018315,3.723711987237246,8.624578157119026e-4,0.011293443681329875,0.00978619767683046,172895/174596/187779/174050/3564970/181202/3565633/180556/176712/178535/181428/178084/171787/177057/178301/180949/180996,17
2,GO:0032368,regulation of lipid transport,5/832,10/9469,0.5,5.6905048076923075,4.605812993967779,8.959704941890219e-4,0.01146153024489495,0.009931851065139847,174242/180919/176635/172519/173358,5
2,GO:0006730,one-carbon metabolic process,6/832,15/9469,0.4,4.5524038461538465,4.273360094016668,0.0011305694643252676,0.014136368565209926,0.012249700013148332,175915/181064/177999/175842/177389/177354,6
2,GO:0006066,alcohol metabolic process,15/832,75/9469,0.2,2.2762019230769233,3.4437695088003752,0.0019288726643663942,0.022589543949586715,0.01957469738708372,173389/172556/266646/179884/172128/173747/177775/181666/179540/178535/177509/174479/188368/179492/175863,15
2,GO:0006998,nuclear envelope organization,8/832,28/9469,0.2857142857142857,3.2517170329670324,3.7033363488565203,0.002172819963413117,0.02526852866542667,0.02189613934422199,173973/181182/180430/187585/180414/172687/176922/177057,8
2,GO:0006739,NADP+ metabolic process,5/832,12/9469,0.4166666666666667,4.74208733974359,4.025660776392619,0.002425411784389869,0.027816964120278294,0.024104455410742152,177202/176043/176954/175995/177775,5
2,GO:2000785,regulation of autophagosome assembly,5/832,12/9469,0.4166666666666667,4.74208733974359,4.025660776392619,0.002425411784389869,0.027816964120278294,0.024104455410742152,174050/180556/176712/178084/171787,5
2,GO:0008340,determination of adult lifespan,34/832,237/9469,0.14345991561181434,1.6327186790003245,3.0615845590665245,0.0028726905814337907,0.03184856291282929,0.02759798881391481,178583/175085/174705/178725/175008/172071/181019/174242/180919/175167/178997/181250/181373/176512/173260/174050/172921/172074/181129/176866/181423/172582/173224/181249/180740/187898/175985/180357/175541/172687/178084/172783/175972/177924,34
2,GO:0051047,positive regulation of secretion,9/832,36/9469,0.25,2.8452524038461537,3.442638655532225,0.0032068983822031174,0.03531835767949526,0.03060469770119253,176314/171591/171751/180692/172519/173358/181332/173223/178458,9
2,GO:0015833,peptide transport,6/832,18/9469,0.3333333333333333,3.7936698717948714,3.6819830350722356,0.0033346592322835815,0.03588779221423054,0.031098134342679124,171639/174242/176037/180919/172288/184981,6
2,GO:0006914,autophagy,21/832,127/9469,0.16535433070866143,1.8818992277407633,3.1053475920215674,0.0033665036593024437,0.03588779221423054,0.031098134342679124,172895/174189/174050/180556/186201/175938/3565570/174309/180357/176712/178981/178535/172989/174093/172936/178084/171787/177057/178301/180949/180996,21
2,GO:0061919,process utilizing autophagic mechanism,21/832,127/9469,0.16535433070866143,1.8818992277407633,3.1053475920215674,0.0033665036593024437,0.03588779221423054,0.031098134342679124,172895/174189/174050/180556/186201/175938/3565570/174309/180357/176712/178981/178535/172989/174093/172936/178084/171787/177057/178301/180949/180996,21
3,GO:0006952,defense response,62/528,468/9469,0.13247863247863248,2.375833657083657,7.418165419694624,9.6281693038191e-11,5.42720437279669e-8,4.59583003554803e-8,174926/174772/176136/174520/185015/178950/180993/177044/181079/178086/174929/179797/180917/181326/173944/179429/180036/181855/174190/178564/24104657/180201/177939/177224/181276/179869/189455/180121/180190/187144/180782/180994/178244/183775/186340/177448/186491/178293/178660/178563/179971/180591/177425/178087/178890/174050/178122/189943/181545/184745/178140/177989/181344/188448/180278/171751/181174/173842/178868/180398/184656/173877,62
3,GO:0006955,immune response,52/528,358/9469,0.1452513966480447,2.604896732690029,7.522438076032941,1.257481385311502e-10,5.42720437279669e-8,4.59583003554803e-8,174926/174772/176136/174520/185015/178950/180993/181079/178086/174929/179797/180917/181326/173944/179429/180036/174190/178564/24104657/180201/177939/177224/179869/189455/180121/180190/187144/180782/178244/183775/186340/177448/186491/178293/180591/177425/178087/178890/180111/178122/180932/178506/184745/181344/188448/180278/171751/181174/173842/180398/184656/173877,52
3,GO:0002376,immune system process,52/528,359/9469,0.14484679665738162,2.5976407529332324,7.499290968651729,1.3957915797387962e-10,5.42720437279669e-8,4.59583003554803e-8,174926/174772/176136/174520/185015/178950/180993/181079/178086/174929/179797/180917/181326/173944/179429/180036/174190/178564/24104657/180201/177939/177224/179869/189455/180121/180190/187144/180782/178244/183775/186340/177448/186491/178293/180591/177425/178087/178890/180111/178122/180932/178506/184745/181344/188448/180278/171751/181174/173842/180398/184656/173877,52
3,GO:0009607,response to biotic stimulus,61/528,465/9469,0.13118279569892474,2.3525944933203,7.268242130316401,2.0807173314236512e-10,5.42720437279669e-8,4.59583003554803e-8,174926/174772/176136/174520/185015/178950/180993/177044/181079/178086/174929/179797/180917/181326/173944/179429/180036/181855/174190/178564/24104657/180201/177939/177224/181276/179869/189455/180121/180190/187144/180782/180994/178244/183775/186340/177448/186491/178293/178660/178563/179971/180591/177425/178087/178890/174050/178122/189943/181545/184745/177989/181344/188448/180278/171751/181174/173842/178868/180398/184656/173877,61
3,GO:0051707,response to other organism,61/528,465/9469,0.13118279569892474,2.3525944933203,7.268242130316401,2.0807173314236512e-10,5.42720437279669e-8,4.59583003554803e-8,174926/174772/176136/174520/185015/178950/180993/177044/181079/178086/174929/179797/180917/181326/173944/179429/180036/181855/174190/178564/24104657/180201/177939/177224/181276/179869/189455/180121/180190/187144/180782/180994/178244/183775/186340/177448/186491/178293/178660/178563/179971/180591/177425/178087/178890/174050/178122/189943/181545/184745/177989/181344/188448/180278/171751/181174/173842/178868/180398/184656/173877,61
3,GO:0044419,biological process involved in interspecies interaction between organisms,61/528,467/9469,0.13062098501070663,2.3425191421711764,7.230402284338766,2.482455811661618e-10,5.550061921786332e-8,4.699867468995455e-8,174926/174772/176136/174520/185015/178950/180993/177044/181079/178086/174929/179797/180917/181326/173944/179429/180036/181855/174190/178564/24104657/180201/177939/177224/181276/179869/189455/180121/180190/187144/180782/180994/178244/183775/186340/177448/186491/178293/178660/178563/179971/180591/177425/178087/178890/174050/178122/189943/181545/184745/177989/181344/188448/180278/171751/181174/173842/178868/180398/184656/173877,61
3,GO:0019752,carboxylic acid metabolic process,46/528,383/9469,0.12010443864229765,2.153918427090751,5.601975020100158,5.686747743919591e-7,7.994562590720609e-5,6.769903683684041e-5,173120/179056/3565775/176916/177961/174126/177095/178532/173080/177321/172309/177320/174471/177235/179881/172351/176857/174012/171951/3565680/181574/178293/180897/184167/180344/178122/181457/178452/172726/183911/181223/181417/181311/174385/181380/177416/180596/174127/180921/179853/180486/178503/177775/180037/175895/179290,46
3,GO:0044282,small molecule catabolic process,26/528,177/9469,0.14689265536723164,2.634330594076357,5.333655751089974,5.03544753449883e-6,5.253650260993779e-4,4.448862067322125e-4,180945/179056/3565775/176916/188583/177961/174126/177095/174548/172351/174012/171951/181574/180897/184167/180344/172726/173747/183911/180596/174127/180921/179853/178503/172509/180037,26
3,GO:0031175,neuron projection development,31/528,243/9469,0.12757201646090535,2.2878398179324106,4.9420973822603065,1.2577537844937065e-5,0.0012302404204579066,0.001041784220182616,189580/181604/180927/177292/173978/177956/180980/177915/190137/180418/177870/175953/176382/179770/179306/174685/175590/173918/3565509/173007/181344/173051/171988/3565419/172394/171751/171727/176380/175504/176296/181248,31
3,GO:0007155,cell adhesion,18/528,106/9469,0.16981132075471697,3.0453473413379073,5.145949619190342,1.9936375604529735e-5,0.0017928165119563938,0.0015181812601668741,189580/177482/177292/177956/180418/180569/175951/171776/179972/179770/179171/171736/175590/173007/171727/175504/176296/178079,18
3,GO:0016241,regulation of macroautophagy,8/528,23/9469,0.34782608695652173,6.237812911725954,6.111431773120757,2.0620253811639033e-5,0.0017928165119563938,0.0015181812601668741,177314/176712/173574/174050/177989/171787/180357/176009,8
3,GO:0006665,sphingolipid metabolic process,13/528,61/9469,0.21311475409836064,3.8219386487829112,5.373000354270961,2.4100997108215496e-5,0.00198516107759775,0.0016810612387392419,177314/173120/188583/177651/178532/177548/177321/177320/181323/176857/173574/181790/177660,13
3,GO:0040012,regulation of locomotion,33/528,285/9469,0.11578947368421053,2.0765350877192983,4.4842283534999074,4.960649525072786e-5,0.0032833819768011015,0.0027804122473802507,179797/177546/173358/177788/179971/177292/177956/180980/177915/181706/179629/180603/177870/179972/179770/177540/171849/172597/181344/173051/171988/171751/171727/177660/176380/178458/175504/174803/176296/178321/178079/181719/181248,33
3,GO:0046395,carboxylic acid catabolic process,21/528,145/9469,0.14482758620689656,2.5972962382445144,4.7100050851362765,5.035218366979326e-5,0.0032833819768011015,0.0027804122473802507,179056/3565775/176916/177961/174126/177095/172351/174012/171951/181574/180897/184167/180344/172726/183911/180596/174127/180921/179853/178503/180037,21
3,GO:0007586,digestion,12/528,58/9469,0.20689655172413793,3.710423197492163,5.031369979623677,6.732846081170602e-5,0.004214761646812797,0.0035691171436605424,180719/3565775/178031/177546/173358/181604/181468/175953/174860/171849/171751/266648,12
3,GO:0016477,cell migration,25/528,196/9469,0.12755102040816327,2.2874632807668522,4.425942788765212,8.697282263808239e-5,0.0052350949010999594,0.0044331491377063055,177850/177546/181659/177292/179162/177956/181259/177870/175953/179770/174685/171849/175590/3565509/173007/181344/173051/171988/171727/176380/178458/175504/176296/178079/181248,25
3,GO:0006027,glycosaminoglycan catabolic process,5/528,10/9469,0.5,8.96685606060606,6.125159417735387,1.0547680750142122e-4,0.005848494049789209,0.004952583829618036,178086/173944/179429/186491/178087,5
3,GO:0120039,plasma membrane bounded cell projection morphogenesis,25/528,199/9469,0.12562814070351758,2.252978909700015,4.340936875789921,1.114223222769611e-4,0.005848494049789209,0.004952583829618036,189580/181604/180927/177292/173978/177956/180980/177915/190137/180418/177870/175953/179770/179306/174685/175590/173918/3565509/173007/181344/173051/171988/172394/171727/181248,25
3,GO:0000902,cell morphogenesis,28/528,235/9469,0.11914893617021277,2.136782720825274,4.288145354603667,1.1211170702471328e-4,0.005848494049789209,0.004952583829618036,189580/181604/180927/177292/179162/173978/177956/180980/177915/190137/180418/178186/177870/175953/176382/179770/179306/174685/175590/173918/3565509/173007/181344/173051/171988/172394/171727/181248,28
3,GO:0006457,protein folding,19/528,134/9469,0.1417910447761194,2.542839778380823,4.3708822213513585,1.5168522286266675e-4,0.007196439890606666,0.006094042591070317,177235/178660/179971/178659/172757/178507/3564910/180028/174805/180700/180371/176195/175231/175588/175745/172474/178670/3565862/176013,19
3,GO:0009792,embryo development ending in birth or egg hatching,33/528,302/9469,0.10927152317880795,1.9596440397350996,4.118632712096633,1.5358742313594943e-4,0.007196439890606666,0.006094042591070317,176416/174272/179162/171829/173599/180848/181259/177870/175953/176382/179171/3896860/173167/173007/171988/174419/175918/179533/178250/172802/171601/172552/179853/176380/176688/174803/172077/180398/174669/181719/181504/41657006/175525,33
3,GO:0022600,digestive system process,11/528,54/9469,0.2037037037037037,3.6531635802469133,4.751205153473012,1.5634438100998508e-4,0.007196439890606666,0.006094042591070317,180719/178031/177546/173358/181604/181468/175953/174860/171849/171751/266648,11
3,GO:0050801,monoatomic ion homeostasis,19/528,135/9469,0.14074074074074075,2.524003928170595,4.3338323877565195,1.67586978264449e-4,0.007404761216901797,0.006270451906560863,177044/176370/174743/181494/177495/179559/178499/174242/177103/181526/177546/179796/175201/172914/179249/180919/180591/179138/177743,19
3,GO:0016998,cell wall macromolecule catabolic process,5/528,11/9469,0.45454545454545453,8.15168732782369,5.767110131930962,1.8452759582055596e-4,0.007404761216901797,0.006270451906560863,178086/173944/179429/186491/178087,5
3,GO:0071554,cell wall organization or biogenesis,5/528,11/9469,0.45454545454545453,8.15168732782369,5.767110131930962,1.8452759582055596e-4,0.007404761216901797,0.006270451906560863,178086/173944/179429/186491/178087,5
3,GO:0048513,animal organ development,41/528,412/9469,0.09951456310679611,1.7846655266254778,3.9572549900011977,2.0255412654973843e-4,0.007793546911391067,0.006599680888812077,177850/178499/177016/180591/172952/177292/175226/171829/177956/180980/190137/174260/175951/177870/175953/176382/179972/179770/181421/174860/179171/171849/171736/175890/179257/172597/178970/177422/171988/178074/178015/171727/172802/175504/3565545/172077/176296/173945/181719/181504/171935,41
3,GO:0002119,nematode larval development,45/528,467/9469,0.09635974304068523,1.728087891765622,3.9212612993419214,2.0852261693326895e-4,0.007793546911391067,0.006599680888812077,180719/174743/178499/174242/181526/180919/177016/181574/179971/180591/179162/174050/171829/181790/180848/181259/179629/180603/177870/176382/181348/181421/171849/171736/175890/172597/174385/178970/173051/181252/171988/177345/178074/171751/172802/179853/175504/172077/176296/173945/178321/266648/181719/181504/181248,45
3,GO:0008037,cell recognition,8/528,32/9469,0.25,4.48342803030303,4.796427587890921,2.833193117333536e-4,0.010119168375107833,0.008569048585344383,189580/177956/180418/184363/175953/173051/171727/176296,8
3,GO:0030421,defecation,10/528,49/9469,0.20408163265306123,3.659941249226964,4.536257209559875,3.051013077288273e-4,0.010159224395651378,0.008602968565074883,178031/177546/173358/181604/181468/175953/174860/171849/171751/266648,10
3,GO:0048598,embryonic morphogenesis,22/528,177/9469,0.12429378531073447,2.229048964218456,4.011014723786461,3.3053155156915326e-4,0.010406128834790293,0.008812050582142916,177546/179162/173599/180866/179629/180603/175953/174685/179171/171849/179257/173007/178970/181205/171727/172802/180357/178868/3565545/176201/178079/171935,22
3,GO:0030203,glycosaminoglycan metabolic process,5/528,13/9469,0.38461538461538464,6.897581585081586,5.170647604955009,4.681763868556479e-4,0.012829884404586852,0.010864519566419942,178086/173944/179429/186491/178087,5
3,GO:0030030,cell projection organization,36/528,361/9469,0.0997229916897507,1.7884034248300178,3.7114501404687226,4.7369971880645057e-4,0.012829884404586852,0.010864519566419942,189580/177546/181604/180927/177292/173978/177956/180980/177915/190137/180418/3564910/177870/175953/176382/179770/179306/174685/179171/175590/173918/3565509/173007/181344/173051/171988/3565419/172394/171751/171727/176380/175504/176296/173945/181248/179010,36
3,GO:0045927,positive regulation of growth,14/528,91/9469,0.15384615384615385,2.7590326340326343,4.097250501760908,4.7548453384411337e-4,0.012829884404586852,0.010864519566419942,180719/178499/174242/173358/180919/180927/180591/190137/176018/179629/180603/187898/173051/171988,14
3,GO:0048639,positive regulation of developmental growth,12/528,72/9469,0.16666666666666666,2.98895202020202,4.11669773000102,5.688712730210983e-4,0.014594812168492113,0.012359084257697375,178499/174242/173358/180919/180927/180591/190137/179629/180603/187898/173051/171988,12
3,GO:0031344,regulation of cell projection organization,17/528,126/9469,0.1349206349206349,2.419627825877826,3.898249571999434,6.013422026035259e-4,0.014938103921817747,0.012649788355519451,177546/180927/173978/177915/190137/176382/179770/179306/179171/181344/173051/171988/172394/171751/171727/176380/175504,17
3,GO:0006338,chromatin remodeling,26/528,235/9469,0.11063829787234042,1.9841553836234687,3.7124080610843677,6.260059690326728e-4,0.015307802211502077,0.01296285386533117,180414/179022/181545/180410/178747/177212/177390/181421/175081/178970/175918/178015/176190/180176/175492/172802/176380/181257/176213/180834/172077/180398/181341/174669/172018/180835,26
3,GO:0030198,extracellular matrix organization,8/528,36/9469,0.2222222222222222,3.9852693602693603,4.360767126918423,6.692709209344721e-4,0.015869833200946194,0.013438789305526324,177850/186927/177788/177292/179162/177956/175951/175953,8
3,GO:0006491,N-glycan processing,5/528,14/9469,0.35714285714285715,6.404897186147186,4.917832432778081,6.9509526561895e-4,0.01623618045811428,0.013749017115699261,174515/188084/179364/179632/172510,5
3,GO:0170039,proteinogenic amino acid metabolic process,15/528,106/9469,0.14150943396226415,2.537789451114923,3.868969773702808,7.513736188245047e-4,0.017042024832758695,0.014431417026697963,177961/177095/174471/174012/181574/180897/180344/178452/172726/183911/181223/181417/174385/181380/180921,15
3,GO:0051130,positive regulation of cellular component organization,23/528,201/9469,0.11442786069651742,2.0521163123775064,3.6637160639884305,7.985459773963775e-4,0.017601752882046913,0.014905402306034684,178631/175201/173358/180927/180111/178992/174050/172515/190137/178186/176382/179972/177989/179770/179171/176373/173918/173051/171988/3565419/171751/175504/41657006,23
3,GO:1901605,alpha-amino acid metabolic process,16/528,120/9469,0.13333333333333333,2.3911616161616163,3.726822150219007,9.824602526534302e-4,0.020230924939508135,0.017131820749178236,3565775/177961/177095/174471/174012/181574/180897/180344/178452/172726/183911/181223/181417/174385/181380/180921,16
3,GO:0042886,amide transport,6/528,23/9469,0.2608695652173913,4.678359683794466,4.291876136732867,0.0013052249500182835,0.025530804874661524,0.021619830729577176,172288/171639/174242/259455/176037/180919,6
3,GO:0016236,macroautophagy,12/528,80/9469,0.15,2.690056818181818,3.6888387204135054,0.0014873962958965989,0.028213676625564652,0.023891722799116125,177314/176712/189791/173574/174050/177989/173918/177345/171787/178139/180357/176009,12
3,GO:0170033,L-amino acid metabolic process,14/528,102/9469,0.13725490196078433,2.4614898989898992,3.606190644179938,0.0015082355676598038,0.028213676625564652,0.023891722799116125,177961/177095/174471/181574/180897/180344/178452/172726/183911/181223/181417/174385/181380/180921,14
3,GO:0008202,steroid metabolic process,9/528,50/9469,0.18,3.2280681818181813,3.838522749583996,0.0015672685905371163,0.028856180519889255,0.0244358037831112,177314/179422/185268/179029/186315/179590/173574/180486/175895,9
3,GO:0061919,process utilizing autophagic mechanism,16/528,127/9469,0.12598425196850394,2.2593653066094013,3.472055770631077,0.001803858291493087,0.03171953063131102,0.02686052736830038,177314/174189/176712/189791/173574/174050/172989/177989/173918/178981/177345/171787/178139/180357/176009/183243,16
3,GO:0030497,fatty acid elongation,5/528,17/9469,0.29411764705882354,5.274621212121212,4.2866031543707726,0.0018687709631638708,0.032138753377488546,0.02721553085741253,178532/177321/177320/178293/175895,5
3,GO:0040007,growth,23/528,215/9469,0.10697674418604651,1.9184901338971108,3.310411762536566,0.0019793201728987527,0.033249755228379266,0.02815634224484916,180719/172288/171639/178499/178532/174242/173358/180919/180927/180591/173978/190137/176018/179629/180603/179306/187898/173918/181344/173051/181252/171988/177345,23
3,GO:0016042,lipid catabolic process,19/528,165/9469,0.11515151515151516,2.065094123048669,3.3538848523082043,0.0020595952020956015,0.03392912096083807,0.02873163833172701,177314/179056/176916/181605/188583/174126/177095/174548/181323/176857/171951/178563/184167/173574/180596/174127/179853/178503/180037,19
3,GO:0007229,integrin-mediated signaling pathway,4/528,11/9469,0.36363636363636365,6.521349862258954,4.452408399999087,0.0023027137272126387,0.03677292839885489,0.03113981291687124,179972/171736/175504/176296,4
3,GO:0015833,peptide transport,5/528,18/9469,0.2777777777777778,4.981586700336701,4.1087203823146,0.0024703242829360946,0.03777446619153551,0.03198792865992481,172288/171639/174242/176037/180919,5
3,GO:0030149,sphingolipid catabolic process,5/528,18/9469,0.2777777777777778,4.981586700336701,4.1087203823146,0.0024703242829360946,0.03777446619153551,0.03198792865992481,177314/188583/181323/176857/173574,5
3,GO:0048589,developmental growth,21/528,193/9469,0.10880829015544041,1.9513365520489874,3.2447818676099494,0.002486115027302337,0.03777446619153551,0.03198792865992481,172288/171639/178499/178532/174242/173358/180919/180927/180591/173978/190137/179629/180603/179306/187898/173918/181344/173051/181252/171988/177345,21
3,GO:0006885,regulation of pH,7/528,35/9469,0.2,3.5867424242424244,3.7255664204233034,0.002764310260511792,0.03966439560739868,0.033588346440030226,174743/179559/174242/177103/181526/179249/180919,7
3,GO:0015718,monocarboxylic acid transport,7/528,35/9469,0.2,3.5867424242424244,3.7255664204233034,0.002764310260511792,0.03966439560739868,0.033588346440030226,181497/179056/174126/174242/180919/186633/174127,7
3,GO:0009062,fatty acid catabolic process,11/528,75/9469,0.14666666666666667,2.6302777777777777,3.444450920840679,0.002775356435903911,0.03966439560739868,0.033588346440030226,179056/176916/174126/177095/171951/184167/180596/174127/179853/178503/180037,11
3,GO:0009408,response to heat,12/528,86/9469,0.13953488372093023,2.5023784355179703,3.4010322272530815,0.0027879127902963926,0.03966439560739868,0.033588346440030226,180919/178660/179971/178659/174050/177956/172757/178507/178208/178587/178321/3565862,12
3,GO:0008406,gonad development,14/528,109/9469,0.12844036697247707,2.303412566027245,3.3259082676575376,0.0028466156720451823,0.039776370774559915,0.03368316852542185,177850/178499/180591/175226/171829/174260/175951/175953/174860/171849/175890/178074/178015/172077,14
3,GO:0005975,carbohydrate metabolic process,26/528,262/9469,0.09923664122137404,1.779681355540134,3.1100098293094627,0.00300874524690428,0.041304265889519284,0.0349770107650276,180945/13186491/188583/4363062/187739/177235/179364/181586/180644/179632/177857/184505/178180/188959/181517/172510/177557/173747/176382/189507/181311/180749/178777/172509/181637/177775,26
3,GO:0046394,carboxylic acid biosynthetic process,15/528,122/9469,0.12295081967213115,2.204964605067064,3.255150872876968,0.003145146485734992,0.04162662290631382,0.03524998704492962,177961/177095/178532/177321/177320/174471/178293/178122/181457/178452/181223/181417/181380/180486/175895,15
3,GO:0000423,mitophagy,6/528,27/9469,0.2222222222222222,3.9852693602693603,3.774734809034499,0.0031652192497452682,0.04162662290631382,0.03524998704492962,189791/174050/177989/173918/177345/178139,6
3,GO:2000785,regulation of autophagosome assembly,4/528,12/9469,0.3333333333333333,5.97790404040404,4.192890178477808,0.003303130036044153,0.042722301705860326,0.03617782266532918,176712/174050/171787/176009,4
3,GO:0006487,protein N-linked glycosylation,8/528,46/9469,0.17391304347826086,3.118906455862977,3.500653638230023,0.0035350076437315973,0.04461521743903185,0.0377807692993046,174515/188084/181160/179364/179632/172510/176032/174778,8
3,GO:1905952,regulation of lipid localization,5/528,20/9469,0.25,4.48342803030303,3.78950037146294,0.00407519092902087,0.04957551053466197,0.041981212552977584,174242/181370/173358/180919/180740,5
4,GO:0006955,immune response,30/222,358/9469,0.08379888268156424,3.574286577079873,7.6934398953497265,1.0255525718062836e-9,5.570117361503332e-7,5.159225985478636e-7,186062/188838/179797/186063/182409/173944/179599/187208/174096/179428/178519/259654/183836/177939/3565341/183624/184201/176281/191713/188447/187537/184745/191563/175261/177425/178122/176452/180932/178506/24104671,30
4,GO:0002376,immune system process,30/222,359/9469,0.08356545961002786,3.564330347060152,7.674802189972764,1.0964797955715222e-9,5.570117361503332e-7,5.159225985478636e-7,186062/188838/179797/186063/182409/173944/179599/187208/174096/179428/178519/259654/183836/177939/3565341/183624/184201/176281/191713/188447/187537/184745/191563/175261/177425/178122/176452/180932/178506/24104671,30
4,GO:0045087,innate immune response,27/222,329/9469,0.08206686930091185,3.500410745091596,7.152228661441523,1.1893537837261628e-8,3.908745324070138e-6,3.6204085367993197e-6,186062/188838/179797/186063/182409/173944/179599/187208/174096/179428/178519/259654/183836/177939/3565341/183624/184201/176281/191713/188447/187537/184745/191563/177425/178122/176452/24104671,27
4,GO:0009607,response to biotic stimulus,32/222,465/9469,0.06881720430107527,2.935270754625593,6.63064306567634,3.426423050551275e-8,4.28046401533379e-6,3.964706620087451e-6,186062/188838/179797/186063/182409/173944/179599/187208/174096/179428/178519/259654/183836/177939/3565341/183624/181198/184201/179369/176281/178214/191713/188447/187537/184745/191563/177425/178122/189943/176452/24104671/180628,32
4,GO:0044419,biological process involved in interspecies interaction between organisms,32/222,467/9469,0.06852248394004283,2.9227000019291243,6.602457977747425,3.7917496198822946e-8,4.28046401533379e-6,3.964706620087451e-6,186062/188838/179797/186063/182409/173944/179599/187208/174096/179428/178519/259654/183836/177939/3565341/183624/181198/184201/179369/176281/178214/191713/188447/187537/184745/191563/177425/178122/189943/176452/24104671/180628,32
4,GO:0006952,defense response,31/222,468/9469,0.06623931623931624,2.8253157003157003,6.2751009676020955,1.3674332319935585e-7,1.3893121637054554e-5,1.2868266414760437e-5,186062/188838/179797/186063/182409/173944/179599/187208/174096/179428/178519/259654/183836/177939/3565341/183624/181198/184201/179369/176281/178214/191713/188447/187537/184745/191563/177425/178122/189943/176452/24104671,31
4,GO:0000902,cell morphogenesis,16/222,235/9469,0.06808510638297872,2.904044470001917,4.579533775456682,1.2645142013885722e-4,0.011679512987370811,0.010817949244415153,177140/180927/181302/179162/173978/173051/180980/180418/177956/178186/179259/176168/174685/177292/177334/3565509,16
4,GO:0007399,nervous system development,24/222,465/9469,0.05161290322580645,2.2014530659691953,4.116429921530768,2.255696496971475e-4,0.019098230341025157,0.01768940937098683,181530/177140/180927/181302/191624/173978/178338/175951/179033/173051/180980/191744/181480/180418/177956/179259/172326/176168/174685/3565545/177292/177334/3565509/24104671,24
5,GO:0045087,innate immune response,65/552,329/9469,0.19756838905775076,3.38908528258667,10.973515570523523,6.885499008646806e-19,3.9186100670434167e-16,3.660001684800618e-16,175049/184058/178574/184057/3565251/187266/177177/178772/186062/179797/178564/3565341/186337/174929/176962/184056/180036/173841/174096/186063/180190/173944/24104657/183775/181293/174190/182379/179865/179869/353387/178950/181326/178890/177420/178245/179867/178726/179051/182409/178215/180033/180917/186340/178708/179126/179866/176963/184206/184745/189280/183188/182884/185015/188448/187144/176228/178243/191243/175221/178293/178122/178519/181016/186378/180278,65
